搜尋詞,Rank,coupom,relevancy ,tf-idf,relevancy ,semantic_model,relevancy 
斑,4,"Natural Derma Project 積雪草斑霜, 18ml, 1個",2,"Ninshop 多用途整理盒, 6個, 斑",2,"PARTYHAE 發光斑塊, 6個, 心",2
斑,5,"Isoi 淡斑護理斑點 25ml + 眼部濃縮液 3ml x 2p, 3組",2,"IPKN MEN 去斑遮瑕膏, 單色, 1個",2,"ZEBRA 斑馬 DelGuard 斑馬銳 MAS85 藍色, 0.7mm, 1個",2
斑,6,"RAVIEL 針葉櫻桃撫紋亮白霜, 50ml, 1條",2,"ECODY 圖案隔熱墊, 斑",2,"ZEBRA 斑馬 DelGuard 斑馬 動物 鋒利 紫羅蘭, 0.5mm, 1個",2
斑,7,"妙管家 彩色漂白水 補充包 麝香香味, 2000g, 2包",2,"Ninshop 多用途收納盒66L+100L套裝, 2組, 斑",2,"ZEBRA 斑馬 DelGuard 斑馬動物鋒利海軍藍, 0.5mm, 1個",2
斑,8,"妙管家 彩色漂白水 麝香香味, 2000g, 2瓶",2,"Ninshop 多用途收納盒66L+100L套裝, 3組, 斑",2,"So Natural 黃色 Cica 斑點粉, 17ml, 4個",2
斑,9,"Ciracle 淡化護理精華液, 16ml, 1入",2,"NINSHOP 多功能收納盒 66L + 100L 套組, 1套, 斑",2,"PARTYHAE 發光斑塊, 6個, 星星",2
斑,10,"妙管家 彩色漂白水 玫瑰花香 補充包, 2kg, 6包",2,"Bacchus 閃亮虎斑手柄套, 黑色",2,果味虎斑褲,2
旅行瓶,1,"台灣 COSMOS 輕旅行空瓶組 17*14cm, 2組",2,4合1智慧旅行瓶套裝，適合旅行,2,"旅行用便攜式空瓶組, 粉色, 2組",2
旅行瓶,2,"MEKO 不透光分裝噴槍瓶 200ml, 白色, 2瓶",2,旅行收納袋組,2,"旅行用便攜式空瓶組, 粉色的, 1套",2
旅行瓶,3,"台灣 COSMOS 旅行空瓶7件組, 粉紅色, 2組",2,旅行收納袋6件組,2,4合1智慧旅行瓶套裝，適合旅行,2
旅行瓶,4,"台灣 COSMOS 空瓶 #HY220A 200ml, 透明色, 3個",2,旅行收納袋 6件組,2,"Clickers 防漏矽膠旅行瓶 旅行空瓶 90ml 4P, 混色, 1組",2
旅行瓶,5,"台灣 COSMOS 壓瓶 #928C 75ml, 透明色, 3個",2,6 件組旅行收納袋,2,"多用途防漏旅行矽膠空瓶, 80ml, 4組",2
旅行瓶,6,"LION 獅王 Top 衣物去漬急救隨身瓶, 17ml, 2瓶",2,旅行用收納袋組,2,"7 件套旅行用空瓶, 8組, 白色",2
旅行瓶,7,"MEKO 不透光分裝噴瓶 60ml, 白色, 3個",2,"Clickers 防漏矽膠旅行瓶 旅行空瓶 90ml 4P, 混色, 1組",2,"7 件套旅行用空瓶, 8組, 粉色的",2
旅行瓶,8,"台灣 COSMOS 掀蓋瓶 #HY200A 200ml, 透明色, 3個",2,DM Corporation P 旅行多用途內衣旅行收納盒,2,"7 件套旅行用空瓶, 6組, 白色",2
旅行瓶,9,"MEKO 不透光分裝噴瓶 30ml, 3瓶",2,旅行收納袋 7件組,2,"7 件套旅行用空瓶, 10組, 粉色的",2
旅行瓶,10,"Green Bell 綠貝 透明感分裝按壓瓶, 2個",2,旅行用收納袋套組,2,"旅行化妝品分裝空瓶組, 單色, 1組",2
旋轉導風,1,"INSIDE EDITION 車用旋轉出風口手把, 黑色, 1個",2,"不鏽鋼旋轉環, 5入",2,"The Bella 自由角度可調壁掛式空調導風板風幕白色, 單品",2
旋轉導風,2,"旋轉風車手機支架, 1個, 薄荷",2,"usbee 旋鈕式計時器, 混色, 1個",2,"The Bella 高強度空調擋風板導流板風幕白色, 單品",2
旋轉導風,3,"Castle A型吉他架 ASD-001 混色, 1入",2,"壁掛式旋轉掛勾 5勾, 單色, 1個",2,"貝拉長度可調空調擋風板導流板, 1個, 白色的",2
旋轉導風,4,"MORUN 車用360度通風型旋轉支架, 1個, 單色",2,"E-PALACE 磁吸式廚房旋轉定時器, 銀, 1個",2,"180度旋轉空調擋風玻璃基本M, 白色的, 1個",2
旋轉導風,5,"Lapinere 轉盤電子擴香器 Terracotta LP 香水套件, 黑櫻桃, 1個",2,"不銹鋼工廠旋轉盤碟乾燥架 2 階段, 黑色",2,"導感捲軸, 風天空",2
旋轉導風,6,"汽車通風器 白色, 單品",2,"comet 首頁 防滑塗層旋轉裙褲架, 黑色, 20入",2,"180度旋轉的空調擋風玻璃穿孔M, 白色的, 1個",2
旋轉導風,7,"寬吉他金屬變調夾青銅, 1個",2,"comet 首頁 防滑塗層旋轉裙褲架, 藍色, 20入",2,"Shinil 信一 立式旋轉風扇, SIF-12PLS, 白+黑",2
旋轉導風,8,"寬吉他金屬變調夾銀, 1個",2,"DELI 5段式調節旋轉削鉛筆機, 棕色, 1個",2,旋轉直升機旋轉器,2
旋轉導風,9,"寬吉他金屬變調夾黑色, 1個",2,"INSIDE EDITION 車用旋轉出風口手把, 黑色, 1個",2,"CYTAC 任務導向板載體, 黑色, 1個",2
旋轉導風,10,"寬吉他金屬變調夾玫瑰金, 1個",2,"Travel Cube 超輕 TSA Lite 3 旋鈕鎖 黑色, 1個",2,"hydor 旋轉導水器, 1個",2
時器,1,"comet 多功能靜音計時器, 1個, 單品",2,"瓢蟲計時器, 藍色, 1個",2,"TIME TIMER 時間計時器, 3.0雙計時器, 白色",2
時器,2,"第二代靜音計時器, 1個, 黑色",2,"烹飪定時器, 綠色, 1個",2,"iLakia 模擬多功能時間管理時間計時器, 紅色",2
時器,3,"LAB N TOOL 靜音旋轉計時器, 黑色系, 1個",2,"dretec 廚房定時器, 1個, 白色",2,"復古計時器, 1個, 紅色",2
時器,4,"Perioe 烹飪定時器, 黑色的, 1個",2,"dretec 廚房定時器, 1個, 黑色",2,"多功能粉彩計時器粉紅色, 1個, 粉色系",2
時器,5,"ORIENT 學習計時器, 白色系列, 1份",2,"鵝可愛烹飪定時器數字定時器多功能定時器廚房磁鐵, 斑點牛, 1個",2,"多功能粉彩計時器藍色, 1個, 藍色系",2
時器,6,"Kekebuke Dual VD 振動計時器 D 日功能檢查時鐘秒錶, 奶油",2,"DRETEC 數字定時器, 白色的, 1個",2,"TIME TIMER 時間計時器 60 分鐘 20cm*32cm, 混色",2
時器,7,"Tamsaa 數位廚房定時器, 白色, 1入",2,"第二代靜音計時器, 1個, 黑色",2,"古董電話造型計時器, 棕色, 1個",2
時器,8,"E-PALACE 磁吸式廚房旋轉定時器, 銀, 1個",2,"SL 數字定時器, 單品",2,"廚房微型計時器, 端口, 1個",2
時器,9,"廚房定時器, 1個, 白鴨",2,"大螢幕計時器, 白色, 1個",2,"空氣可愛多手動計時器 TYPE 13 長達 60 分鐘, 1個, 多彩(混合)顏色",2
時器,10,"Tamsaa 多用途時間管理無噪音定時器, 1個, 黑色系",2,"comet 多功能靜音計時器, 1個, 單品",2,"Colorpot 超薄方形計時器, 綠色, 1個",2
替換式,1,"Dr.P 包大人 乾爽吸收 替換式尿片, 50 x 24cm, 46片, 6包",2,"DIY替換式紗網, 1組",2,"可填充可更換拖把, 5個",2
替換式,2,"Dr.P 包大人 替換式尿片 整夜熟睡, 50*24cm, 22入, 6包",2,"替換式圓形手柄菜瓜布, 1件, 4個",2,"22種工具轉換器, 1套",2
替換式,3,"Dr.P 包大人 替換式尿片柔軟親膚, 50*20cm, 30片, 6包",2,"口罩替換式內襯, 20件, 1個",2,"EWHA 替代單據格式, 1入, 20個",2
替換式,4,"Dr.P 包大人 替換式尿片 乾爽吸收, 50*24cm, 28片, 6包",2,"VR替換式面罩 100入, 1個, 單品",2,"替換牙刷頭 天藍色, 1組",2
替換式,5,"3M Scotch-Brite 百利 替換式馬桶刷補充包組 檸檬香, 1組",2,"3M Scotch-Brite 百利 替換式馬桶刷, 4組",2,"濾水器 3入+替換濾芯 3入, 1套",2
替換式,6,"nac nac 替換式旋轉泡綿奶瓶刷, 閃亮黃, 1組",2,"替換式鳥嘴型亞麻口罩, 薄荷藍, 1個",2,"通用式口罩替換濾芯 附膠帶, 5入, 2個",2
替換式,7,"Dr.P 包大人 乾爽吸收 替換式尿片, 50 x 24cm, 46片, 12包",2,"替換式防水枕套 32*32cm, 200入",2,"通用式口罩替換濾芯 附膠帶, 5入, 5個",2
替換式,8,"Dr.P 包大人 替換式尿片 整夜熟睡, 50*24cm, 22入, 3包",2,"Rael 替換式尿片, Moderate, 30入, 1包",2,"自動換水雙通關T型閥, 1個",2
替換式,9,"Dr.P 包大人 替換式尿片 乾爽吸收, 50*24cm, 28片, 1包",2,"Seeknit 替換式輪針組, 1組",2,"通用式口罩替換濾芯 附膠帶, 5入, 4個",2
替換式,10,"3M Scotch-Brite 百利 免手洗平板拖把刮水桶 吸水型補充布 2片, 1包",2,"3M 百利 多效合一替換式馬桶刷, 1包",2,"長彈匣轉換器, 單品, 1套",2
汽車美容神器,1,"美容院手動泡沫中和劑, 單色, 1個",2,矯正肩膀墊肩神器 2雙,2,"美容美容工具套組, 隨機的",2
汽車美容神器,2,"噴霧器 HBI200, 混色, 1入",2,"美容美容工具套組, 隨機的",2,"美容儀 藍色, 1入",2
汽車美容神器,3,"鑄造清潔劑, 1個",2,"360度增壓節水神器, 1個",2,"涼感美容儀+按摩替換頭, 單色, 1套",2
汽車美容神器,4,"這是勝利龍捲風輪刷, 1個",2,"萬用切水果切丁取肉神器 150g, 1個",2,"美容儀 霧面黑, 1入",2
汽車美容神器,5,"Lash TV 多功能美容練習模特頭閉眼, 單色, 1個",2,"汽車側袋汽車垃圾桶, 棕色, 1個",2,"美容儀 霧面紫, 1入, 1入",2
汽車美容神器,6,"威瑟斯 Remax 輪刷 46 厘米, 黑色, 1個",2,"寵物夢工廠 小熊除毛神器 15 x 13.5cm, 藍黃色, 4個",2,"冷敷美容儀 顆粒面, 混色, 1個",2
汽車美容神器,7,"BLACK POD 總是, 3個",2,"汽車用三角垃圾桶, 1個",2,"美容儀 粉紅色, 1入",2
汽車美容神器,8,"Ace 醫院鑷子 MT-140, 1個",2,"美容儀 粉紅色, 1入",2,"美容儀 霧面白, 1入",2
汽車美容神器,9,"KINTON 熱溫暖的冬季緩衝2p套組, 1套, 單色",2,"汽車通風器 白色, 單品",2,"巴西蜜蠟美體修容器 紫色, 1入",2
汽車美容神器,10,"Good Change 便攜式潔面儀, 隨機發貨, 1個",2,"Teachers 蒸汽DIY電動汽車電動汽車充電站套件, 1套",2,"冷敷美容儀 凸面, 混色, 1個",2
法式點心,1,"CROWN 皇冠 法式薄燒夾心餅乾 牛奶口味, 289g, 1盒",2,"點心大蒜, 50克, 1個",2,"法式麵包脆片 奶油蘑菇, 70g, 2包",2
法式點心,2,"CROWN 皇冠 法式薄燒夾心餅乾 維也納咖啡口味, 289g, 2盒",2,"韓國傳統點心 12號, 308g, 1盒",2,"法式麵包脆片 奶油蘑菇, 70g, 6包",2
法式點心,3,"HAITAI 海太 法式酥餅, 8個, 84g",2,"Organic Story 紫薯點心米餅, 3份, 70g",2,"法式麵包脆片 綜合蔬菜, 70g, 5包",2
法式點心,4,"O my food 歐邁福 法式麵包餅乾 香蒜奶油口味, 300g, 2包",2,"HO JEONG GA 傳統米果點心, 200g, 1包",2,"法式麵包脆片 綜合蔬菜, 70g, 6包",2
法式點心,5,"CROWN 皇冠 法式薄燒夾心餅乾 牛奶口味, 128g, 3盒",2,"Balconi Rollino可可點心蛋糕, 222g, 10包",2,"法式麵包脆片 義式披薩, 70g, 2包",2
法式點心,6,"O my food 歐邁福 法式麵包餅乾 青陽辣椒美乃滋口味, 300g, 1包",2,"EVERYTHING IN JEJU 韓國傳統米果點心, 32g, 10入",2,"gavottes 歌法蒂 笑笑牛起士 夾心餅, 60g, 1盒",2
法式點心,7,"PETER RABBIT 比得兔 蝴蝶派, 152g, 2盒",2,"minhwashop 茶點彩泥製作套組, 中秋點心 (TDPCL0060) 紅、藍、黃、白、黑 (clay/UDPCL0010), 10組",2,"Burgess 伯爵 午茶時光點心餅 香蕉藍莓, 60g, 1包",2
法式點心,8,"O my food 歐邁福 法式麵包餅乾 香蒜奶油口味, 300g, 1包",2,"Gavottes 法式經典薄餅, 125g, 1盒",2,"義美 法蘭酥 巧克力 6入, 132g, 4盒",2
法式點心,9,"九福 豆脆片 手提袋 法式起司, 200g, 3袋",2,"Roland 法式手指餅乾, 1盒, 100g",2,"義美 法蘭酥 巧克力 6入, 132g, 6盒",2
法式點心,10,"CROWN 皇冠 法式薄燒夾心餅乾 維也納咖啡口味, 289g, 3盒",2,"Gavottes 法式經典薄餅, 125g, 2盒",2,"義美 法蘭酥 巧克力 6入, 132g, 3盒",2
泡芙餅乾,1,"master mi 米大師 小星泡芙4連包 6個月以上, 草莓+蘋果, 32g, 2組",2,"PeekFreans 奶油泡芙餅乾, 104.8g, 10盒",2,"NATURMI 幸福米寶 泡芙餅乾 8個月以上, 原味, 20g, 3包",2
泡芙餅乾,2,"master mi 米大師 小星泡芙 全素 6個月以上 4包, 藍莓+香蕉, 32g, 2條",2,"Pirate's Booty 蔬菜泡芙餅乾, 1包, 113g",2,"NATURMI 幸福米寶 泡芙餅乾 8個月以上, 甜薯, 20g, 4包",2
泡芙餅乾,3,"Nnutrinini 脆妮妮 米泡芙 8個月以上, 草莓藍莓, 42g, 1罐",2,"HappyFAMILY 泡芙餅乾 60g, 藍莓紫胡蘿蔔口味, 6瓶",2,"NATURMI 幸福米寶 泡芙餅乾 8個月以上, 甜薯, 20g, 2包",2
泡芙餅乾,4,"master mi 米大師 小星泡芙 6個月以上, 小魚 + 海帶, 32g, 2條",2,"NATURMI 幸福米寶 泡芙餅乾 8個月以上, 原味, 20g, 2包",2,"NATURMI 幸福米寶 泡芙餅乾 8個月以上, 甜薯, 20g, 3包",2
泡芙餅乾,5,"master mi 米大師 小星泡芙 全素 6個月以上 4包, 青蘋果+香蕉, 32g, 2條",2,"NATURMI 幸福米寶 泡芙餅乾 8個月以上, 原味, 20g, 3包",2,"NATURMI 幸福米寶 泡芙餅乾 8個月以上, 甜薯, 20g, 6包",2
泡芙餅乾,6,"義美 小泡芙 巧克力 3包入, 171g, 2盒",2,"NATURMI 幸福米寶 泡芙餅乾 8個月以上, 原味, 20g, 4包",2,"HappyFAMILY 泡芙餅乾 60g, 羽衣甘藍菠菜口味, 1瓶",2
泡芙餅乾,7,"義美 小泡芙 香濃牛奶, 39g, 3包",2,"NATURMI 幸福米寶 泡芙餅乾 8個月以上, 原味, 20g, 6包",2,"NATURMI 幸福米寶 泡芙餅乾 8個月以上, 椰香胡蘿蔔, 20g, 2包",2
泡芙餅乾,8,"義美 小泡芙 黑可可, 57g, 3包",2,"NATURMI 幸福米寶 泡芙餅乾 8個月以上, 原味, 20g, 5包",2,"巧克力小泡芙, 62g, 12包",2
泡芙餅乾,9,"義美 小泡芙 牛奶, 57g, 12包",2,"NATURMI 幸福米寶 泡芙餅乾 8個月以上, 原味, 20g, 10包",2,"PeekFreans 奶油泡芙餅乾, 104.8g, 10盒",2
泡芙餅乾,10,"YBC Levain 餅乾, 358.4g, 1罐",2,"NATURMI 幸福米寶 泡芙餅乾 8個月以上, 甜薯, 20g, 2包",2,"Baby Bonjuk 泡芙米餅, 草莓風味, 50g, 1瓶",2
洗臉紙,1,"LIVI 優活 抽取式柔拭紙 100張, 160包",2,"LUTHIONE 璐綺妍 攜帶式弱酸性洗臉紙 乾性肌膚適用, 0.3g, 10個",2,"Vape 洗臉紙巾, 100張, 5包",2
洗臉紙,2,"蒲公英 環保抽取衛生紙, 100張, 12包, 6袋",2,"LUTHIONE 璐綺妍 攜帶式弱酸性洗臉紙 乾性肌膚適用, 0.3g, 30個",2,"Vape 洗臉紙巾, 100張, 6包",2
洗臉紙,3,"Vape 洗臉紙巾, 100張, 1包",2,"LUTHIONE 璐綺妍 攜帶式弱酸性洗臉紙 乾性肌膚適用, 0.3g, 60個",2,"Vape 洗臉紙巾, 100張, 1包",2
洗臉紙,4,"生活工坊面巾紙, 18包, 250張",2,"LUTHIONE 璐綺妍 攜帶式弱酸性洗臉紙 乾性肌膚適用, 0.3g, 20個",2,"LUTHIONE 璐綺妍 攜帶式弱酸性洗臉紙 乾性肌膚適用, 0.3g, 50個",2
洗臉紙,5,"LIVI 優活 抽取式柔拭紙 100張, 80包",2,"LUTHIONE 璐綺妍 攜帶式弱酸性洗臉紙 乾性肌膚適用, 0.3g, 50個",2,"LUTHIONE 璐綺妍 攜帶式弱酸性洗臉紙 乾性肌膚適用, 0.3g, 40個",2
洗臉紙,6,"Kleenex 舒潔 Kakao Friends盒裝迷你雙層面紙 230張, 6盒, 1袋",2,"LUTHIONE 璐綺妍 攜帶式弱酸性洗臉紙 乾性肌膚適用, 0.3g, 40個",2,"LUTHIONE 璐綺妍 攜帶式弱酸性洗臉紙 乾性肌膚適用, 0.3g, 60個",2
洗臉紙,7,"SUPER PURE 單抽式柔拭紙巾, 300張, 30包",2,"透明洗髮精, 1入",2,"Tamsaa Smart 美容擦臉專用衛生紙 250張, 6盒, 3組",2
洗臉紙,8,"淨世代 環保抽取衛生紙, 100張, 12包, 6袋",2,"MAKISAKI 洗髮精 1000ml+洗髮梳 隨機出貨, 1000ml, 1瓶",2,"SKINFOOD 大米每日亮白潔面紙, 80入, 2個",2
洗臉紙,9,"LIVI 優活 抽取式柔拭紙 100張, 320包",2,"鬼洗 髮浪Q彈乳 免沖洗, 200ml, 1瓶",2,"詩柔 洗臉巾 5D柔點加厚款, 66張, 18包",2
洗臉紙,10,"Vape 洗臉紙巾, 100張, 5包",2,"Mdmmd 明洞國際 簡單洗 無矽靈水潤洗髮精 控油, 1kg, 1瓶",2,"詩柔 洗臉巾 5D柔點加厚款, 66張, 4包",2
洗衣粉,1,"妙管家 抗菌強效洗衣粉, 10kg, 1袋",2,"白色通用洗衣粉, 1個, 2L",2,"妙管家 抗菌強效洗衣粉, 4.5kg, 8包",2
洗衣粉,2,"Attack 一匙靈 洗衣粉 制菌, 1.9kg, 2盒",2,"Beat 洗衣粉, 1.5kg, 1包",2,"妙管家 抗菌強效洗衣粉, 10kg, 1袋",2
洗衣粉,3,"白蘭 含熊寶貝馨香精華洗衣粉 大自然的馨香, 4.25kg, 1包",2,"白色通用洗衣粉, 2個, 2L",2,"妙管家 抗菌強效洗衣粉, 10kg, 6袋",2
洗衣粉,4,"妙管家 活氧洗衣粉, 4.5kg, 1包",2,"Tamsaa 洗衣粉, 1個, 5公斤",2,"妙管家 超強去污洗衣粉, 10kg, 1袋",2
洗衣粉,5,"Attack 一匙靈 抗菌EX超濃縮洗衣粉 補充包, 1.5kg, 2包",2,"Beat 洗衣粉, 1.5kg, 2包",2,"妙管家 強效洗衣粉, 1kg, 6盒",2
洗衣粉,6,"加倍潔 尤加利+小蘇打防蟎潔白洗衣粉, 4.5kg, 1包",2,"Beat 洗衣粉, 1.5kg, 3包",2,"妙管家 除臭抗菌超濃縮洗衣粉, 2kg, 2盒",2
洗衣粉,7,"Attack 一匙靈 超濃縮洗衣粉 淨柔, 1.9kg, 1盒",2,"Beat 洗衣粉, 4.5kg, 1盒",2,"妙管家 除臭抗菌超濃縮洗衣粉, 2kg, 6盒",2
洗衣粉,8,"Attack 一匙靈 抗菌EX超濃縮洗衣粉, 1.8kg, 1盒",2,"Beat 洗衣粉, 1.5kg, 4包",2,"妙管家 抗菌強效洗衣粉, 4.5kg, 16包",2
洗衣粉,9,"妙管家 抗菌強效洗衣粉, 10kg, 2袋",2,"Beat 洗衣粉, 1.5kg, 6包",2,"妙管家 除臭抗菌超濃縮洗衣粉, 2kg, 3盒",2
洗衣粉,10,"清淨海 小蘇打植萃洗衣粉, 1.2kg, 1盒",2,"Beat 洗衣粉, 1.5kg, 5包",2,"妙管家 強效洗衣粉, 1kg, 15盒",2
海帶,1,"廣川海藻 莞島海帶, 400克, 2個",2,"海帶, 1包, 500g",2,"海媽媽切海帶, 100g, 6包",2
海帶,2,"BADA&HAECHO 乾燥海帶, 100g, 2包",2,"THEHAEDAM 海帶海帶禮盒3號, 1套",2,"海媽媽切海帶, 100g, 12包",2
海帶,3,"dawnsea 綜合乾燥海帶, 7g, 1盒",2,"海帶, 1入, 200g",2,"海園切海帶, 100g, 1包",2
海帶,4,"DAESANG 大象 海帶, 200g, 1包",2,"海帶, 2包, 150g",2,"黎明海乾海帶, 200g, 2個",2
海帶,5,"BADA MOM 嚴選海帶, 500g, 1包",2,"海帶, 50g, 8包",2,"乾海帶, 300g, 1份",2
海帶,6,"OTTOGI 不倒翁 海帶芽, 100g, 1包",2,"海帶乾, 300g, 1個",2,"海鮮即食海帶, 50g, 9個",2
海帶,7,"OTTOGI 不倒翁 海帶芽, 50g, 2包",2,"海帶乾, 500g, 1包",2,"海鮮即食海帶, 50g, 12包",2
海帶,8,"茂格生機 海帶芽, 100g, 2包",2,"海帶芽, 500g, 1包",2,"NS_乾海帶(特級*綠*600g), 1入",2
海帶,9,"清淨園 乾海帶芽, 2包, 100g",2,"乾燥海帶, 4包, 100g",2,"優質海帶粉, 300g, 2罐",2
海帶,10,"OTTOGI 不倒翁 海帶芽, 250g, 1包",2,"海帶乾, 300克, 1個",2,"宇進水產乾海帶, 1kg, 2包",2
深層洗髮,1,"NARD 頭皮深層清潔植萃洗髮精, 1000ml, 1瓶",2,"深層護理洗髮精, 500ml, 2入",2,"深層護理洗髮精, 500ml, 2入",2
深層洗髮,2,"台塑生醫 Dr's Formula 立正站好洗髮精 深層控油豐盈, 600g, 1瓶",2,"海洋深層洗髮精, 500ml, 1入",2,"深層香水保濕溫和酸性蛋白質洗髮精淡香水, 1000ml, 1個",2
深層洗髮,3,"Ryo Cheong-深層清潔清涼洗髮精, 480ml, 1個",2,"深層清潔薄荷洗髮精, 1000ml, 1瓶",2,"深層煥活洗髮精 花香+麝香+木質香, 500ml, 1個",2
深層洗髮,4,"Dove 多芬 深層修護洗髮乳, 700g, 1瓶",2,"深層清潔洗髮精 500ml+養髮液 150ml, 1套",2,"深層清潔洗髮精 500ml+養髮液 150ml, 1套",2
深層洗髮,5,"Dove 多芬 深層修護洗髮乳, 1L, 1瓶",2,"深層清潔薄荷洗髮精, 1000ml, 2瓶",2,"深層香水保濕溫和酸性蛋白質洗髮精淡香水, 1000ml, 5個",2
深層洗髮,6,"VS 沙宣 深層滋潤洗髮乳, 500g, 1瓶",2,"依必朗 深層潔淨洗髮乳, 1L, 1瓶",2,"海洋深層洗髮精, 500ml, 1入",2
深層洗髮,7,"依必朗 深層潔淨洗髮乳, 1L, 1瓶",2,"依必朗 深層潔淨洗髮乳, 1L, 2瓶",2,"EM 深層潔淨洗髮精, 500ml, 6個",2
深層洗髮,8,"台塑生醫 Dr's Formula 立正站好洗髮精 深層控油豐盈, 600g, 2瓶",2,"依必朗 深層潔淨洗髮乳, 1L, 3瓶",2,"EM 深層潔淨洗髮精, 500ml, 2入",2
深層洗髮,9,"MENTHOLATUM 曼秀雷敦 抗屑冰涼洗髮精, 550ml, 2瓶",2,"依必朗 深層潔淨洗髮乳, 1L, 6瓶",2,"深層香水保濕弱酸性蛋白質洗髮精桉樹, 1000ml, 1個",2
深層洗髮,10,"CLAYGE 海泥洗髮精 D系列 深層修護, 500ml, 1瓶",2,"EM 深層潔淨洗髮精, 500ml, 2入",2,"深層香水保濕弱酸性蛋白質洗髮精桉樹, 1000ml, 3個",2
滅菌液,1,"妙管家 衣物殺菌液, 1kg, 12瓶",2,"次綠康 車內用除菌液 350ml + 60ml x 2瓶 + 安全帽用除菌液 60ml x 2瓶, 1組",2,"次綠康 車內用除菌液 350ml + 60ml x 2瓶 + 安全帽用除菌液 60ml x 2瓶, 4組",2
滅菌液,2,"妙管家 衣物殺菌液, 1kg, 5瓶",2,"妙管家 衣物殺菌液, 1kg, 1瓶",2,"妙管家 衣物殺菌液, 1kg, 6瓶",2
滅菌液,3,"Water clean 水清淨 全方位抗菌液, 350ml, 1瓶",2,"次綠康 車內用除菌液 350ml + 60ml x 2瓶 + 安全帽用除菌液 60ml x 2瓶, 2組",2,"妙管家 衣物殺菌液, 1kg, 12瓶",2
滅菌液,4,"妙管家 衣物殺菌液, 1kg, 3瓶",2,"妙管家 衣物殺菌液, 1kg, 2瓶",2,"妙管家 衣物殺菌液, 1kg, 8瓶",2
滅菌液,5,"Water clean 水清淨 全方位抗菌液, 1.2L, 1包",2,"妙管家 衣物殺菌液, 1kg, 3瓶",2,"次綠康 車內使用除菌液, 350ml, 6瓶",2
滅菌液,6,"妙管家 衣物殺菌液, 1kg, 2瓶",2,"妙管家 衣物殺菌液, 1kg, 4瓶",2,"妙管家 衣物殺菌液, 1kg, 3瓶",2
滅菌液,7,"Water clean 水清淨 全方位抗菌液, 350ml, 3瓶",2,"妙管家 衣物殺菌液, 1kg, 6瓶",2,"HK Mart 食品消毒劑二氧化氯原液, 1L, 1個",2
滅菌液,8,"妙管家 衣物殺菌液, 1kg, 1瓶",2,"妙管家 衣物殺菌液, 1kg, 5瓶",2,"速必效 四效液劑, 300ml, 5瓶",2
滅菌液,9,"Water clean 水清淨 全方位抗菌液, 1.2L, 2包",2,"妙管家 衣物殺菌液, 1kg, 10瓶",2,"3杯大容量消毒液, 1公斤, 1個",2
滅菌液,10,"ROHTO 樂敦 視涵 水感多效保養液 清涼滋潤, 500ml, 2瓶",2,"妙管家 衣物殺菌液, 1kg, 12瓶",2,"抗毒清潔消毒劑噴霧補充裝, 400ml, 5個",2
潔膚美體刀,1,VERAS 4 合 1 脫毛器黑色 VS-400,2,"潔膚凝膠, 1入, 250ml",2,"Schick 舒適牌 女用美體刀 檸檬香款, 1入, 3個",2
潔膚美體刀,2,"屠體多用刮刀 KN-A4100, 木頭, 2個",2,"KeSHO 美體刀 五刀片, 3支, 1包",2,"Schick 舒適牌 女用美體刀 檸檬香款, 1入, 2個",2
潔膚美體刀,3,"Living Home Detail 腿部脫毛身體修剪器黑色, 1件, 1個",2,"Schick 舒適牌 女用美體刀 檸檬香款, 1入, 2個",2,"Schick 舒適牌 女用美體刀 檸檬香款, 1入, 5個",2
潔膚美體刀,4,"KAI 貝印 女士3層刀片刮毛刀, 2個, 3入",2,"Schick 舒適牌 女用美體刀 檸檬香款, 1入, 3個",2,"Schick 舒適牌 女用美體刀 檸檬香款, 1個, 1個",2
潔膚美體刀,5,"UNIX 女士外賣美容迷你脫毛器, UB-A9501",2,"Schick 舒適牌 女用美體刀 檸檬香款, 1入, 4個",2,"Schick 舒適牌 女用美體刀 檸檬香款, 1支, 1支",2
潔膚美體刀,6,"修容器專用線, 1件, 1個",2,"Gillette 吉列 維納絲 女士美體刀, 4件, 3套",2,"Schick 舒適牌 仕女除毛刀具 中性肌 刀把*1+潤膚皂刀頭*2 80g, 3組",2
潔膚美體刀,7,"BOB IGIULAI女用4層刀片美體刀+替換刀片 2入組, 2組",2,"Schick 舒適牌 女用美體刀 檸檬香款, 1入, 5個",2,"Schick 舒適牌 仕女除毛刀具 中性肌 刀把*1+潤膚皂刀頭*2 80g, 4組",2
潔膚美體刀,8,"eosika SIPL-200000專用探頭, SIPL-2000",2,"女用美體刀 隨機出貨 2支組, 2組",2,"Schick 舒適牌 仕女除毛刀具 中性肌 刀把*1+潤膚皂刀頭*2 80g, 1組",2
潔膚美體刀,9,"KAI 貝印 身體修容刀, 3入, 4組",2,"NARD 潔膚巾, 4盒, 80張",2,"Schick 舒適牌 女用美體刀刀片 滋潤椰奶杏仁油款, 3入, 6盒",2
潔膚美體刀,10,"KAI 貝印 多功能修容刀組, 2入, 4個",2,"NARD 潔膚巾, 6盒, 80張",2,"Schick 舒適牌 女用美體刀刀片 滋潤椰奶杏仁油款, 3入, 1盒",2
